Gene.symbol	logFC
C7orf31	0.64965551
TM4SF1	0.649423898
ANOS1	0.6492399750000001
PTPN20	0.64900327
IQGAP1	0.6489558666666667
YPEL3	0.648845895
NPR3	0.6484161166666667
GLTSCR1L	0.64819732
TSC22D3	0.6474619133333334
CGREF1	0.64706554
ACOX2	0.64632874
HCG11	0.646191205
CALB2	0.64614601
HLA-DQB1	0.6454725266666667
SIMC1	0.64524837
RGS5	0.6452035716666666
MDFIC	0.6451193725
ATP8B2	0.64507646
COL6A3	0.64492142
SEL1L2	0.64473349
HHEX	0.644706665
SSPN	0.6441159125
MT2A	0.64335469
ESF1	0.642738275
FDXR	0.64231937
PDE10A	0.6421377666666667
FAM20A	0.6418327475000001
FAM114A1	0.6417355549999999
PHF1	0.64102105
VGLL4	0.6401429750000001
C8orf88	0.64011779
TMEM170B	0.63975856
ANO6	0.638090365
SKAP2	0.6377383733333333
COL12A1	0.637261712
GADD45B	0.636951415
GRK5	0.6369052025
SIK1	0.63678426
SORBS1	0.635884852
MLIP	0.635355195
GPR1	0.63533982
KLHL5	0.63485915
IGLJ3	0.634213726
CHRDL1	0.63416641
EHBP1	0.63361629
CD93	0.633051935
AGAP11	0.632839935
GNA14	0.632665375
CCR5	0.63230521
CCDC102B	0.6321627750000001
FAM49A	0.6320446466666666
HOXD-AS2	0.6317257
KDSR	0.6313812125
C14orf37	0.63012026
TMOD2	0.627261945
GCLM	0.6267297199999999
FAM168A	0.626296425
ANO5	0.6262597
CACNB2	0.6247406983333333
STOX2	0.623901375
P2RY1	0.6231679800000001
PARP8	0.622149895
GFRA1	0.62209699
PELI3	0.62171867
KLF7	0.621433468
KMT2E	0.6211902566666667
SMC5	0.6210584833333334
NDRG2	0.6204854266666667
ACRC	0.62025535
C6	0.61870372
KCNK3	0.6185733866666666
SNX10	0.61852975
CELF6	0.61805416
ACACB	0.6172329685714285
ITGB2	0.6162568433333333
SLC27A6	0.61612601
MORC4	0.6156347
MCTP1	0.6153011466666667
MARCH1	0.6151641824999999
SRGAP1	0.6147101966666666
SNX18	0.614686395
SLC25A12	0.61352532
JAKMIP3	0.61222561
SEPT4	0.6121385266666667
DKFZP434L187	0.6119021266666667
EVA1C	0.61185799
PITPNM3	0.611806855
EIF1	0.6108141742857143
SDCBP	0.60983713
AIF1	0.6093881775
LILRB2	0.608559175
RNF11	0.60850205
SERTAD4-AS1	0.60824069
TMEM245	0.6082056140000001
MILR1	0.60770718
SCN3B	0.606701025
SLC26A11	0.60512054
ANKRD46	0.60441693
MAPK10	0.6042379733333333
NR2F1	0.60380908
NALCN	0.60284404
TRIM56	0.60216157
SLC8B1	0.6021358
CLIC6	0.602087045
MYRIP	0.601980955
NDUFA4L2	0.60167742
FABP5	0.60094934
CPQ	0.600865765
CARD16	0.600121035
BST1	0.60000837
RASA2	0.5994710766666667
C1RL	0.598849145
S100A4	0.59846133
AMIGO1	0.59791853
SMPX	0.59782745
NKD2	0.59725529
TERF1	0.5972275149999999
ZC3H6	0.59713602
SEPT7	0.5960892175
DKK3	0.595760595
CDK14	0.5954061233333333
TTYH2	0.59502401
EFCC1	0.59413066
GNAI1	0.593880775
PRIMA1	0.59290272
FMNL2	0.5926883733333334
TMEM200B	0.59183428
KIAA1551	0.591798805
ZNF37BP	0.5911967233333333
PTPRC	0.591187478
HLA-E	0.5899773566666666
PNMA2	0.589537825
FAM98A	0.5889681849999999
DSE	0.5885351925000001
DHFR2	0.5883702049999999
NCKAP1L	0.5878393333333334
TMEM64	0.5873988366666667
NLRC5	0.5870043
TTC7B	0.58680812
ERC2	0.58561632
EMP3	0.58518811
RBM43	0.58460939
ELL2	0.5843171825
RUNX1-IT1	0.58429547
PCMTD1	0.583219446
ADRB3	0.5826508100000001
KIF5C	0.5825060533333333
SYT4	0.58227844
PCMTD2	0.5818828
TLR4	0.5817318625
REEP1	0.58092922
CSDE1	0.58053027
MICAL2	0.5805044575
BTG1	0.5799447600000001
ATP10D	0.57964199
DSTN	0.5788204733333333
SEPT1	0.57851349
GALNT10	0.5782576033333333
RRAGC	0.57743297
ZC3H12C	0.577203465
LOXL1	0.57609027
ENAH	0.57604194
NOSTRIN	0.5756232
CALCOCO1	0.57549993
RBP1	0.57526582
TBC1D23	0.57516381
MPP6	0.57505337
MGC12488	0.57365194
CCDC53	0.57354679
TYRO3	0.57242376
MEG9	0.57119748
CDC42BPB	0.571180145
FCHO2	0.5707362549999999
LACC1	0.5706415
FAM13A-AS1	0.57016719
JDP2	0.57009314
SIRPA	0.5690378166666666
ZNF763	0.56903569
OTUD1	0.56901703
HACE1	0.56893496
ARHGEF3	0.5674487
PJA2	0.56716453
BIN2	0.56647756
CXCL16	0.56646777
NPHP3	0.5662816866666667
ADAMTSL3	0.56609017
SLC19A2	0.56564846
PFKM	0.56563325
PLEKHO2	0.56523038
SPI1	0.56491168
KCNJ8	0.564379685
MAGI2	0.5640590033333334
MSR1	0.56333321
LGALS8	0.563089675
SAT2	0.56151161
RNF182	0.56105995
CMA1	0.56074966
SPIDR	0.5605999125
SLC23A2	0.5605248225
BBX	0.5600489814285714
VAPA	0.5590303
DMXL1	0.5587109699999999
BTNL9	0.55864267
TSPOAP1	0.55857531
KCNMA1	0.558520515
C1orf21	0.5581026139999999
GUCY1B3	0.55807758
PPP1R16B	0.55795897
APOD	0.55736845
STAT5A	0.55730251
PKIA	0.557074325
ARNT2	0.55702739
SLC38A1	0.5568266325
NMNAT3	0.556248255
OSBPL9	0.5561661
VDR	0.5558010825
STON2	0.5553298075
EDIL3	0.5552810966666667
MATN3	0.55506744
CTNNA3	0.5550332025
FAT4	0.55497576
IFIT2	0.55476001
BRE-AS1	0.55439616
TERF2IP	0.55412176
TBC1D15	0.5538360600000001
PCDHGA4	0.55361053
ABAT	0.55360725
ICAM2	0.553280145
GSTA4	0.5532697950000001
STK17A	0.5523108666666667
CLEC14A	0.55176085
ARHGAP22	0.551732005
IL6ST	0.5512850685714286
PLEC	0.5511830600000001
OBSL1	0.5511234642857142
IQCG	0.551074925
NAALADL1	0.55074263
TMEM246	0.550359085
APOL6	0.5503499475
LAMA4	0.5503490959999999
ARL6IP5	0.550281325
RGS16	0.5495746266666667
TOR1AIP1	0.549421414
FAM172A	0.5487371750000001
ANKRD50	0.5485274533333333
BMP6	0.5478990133333334
FOLR2	0.547572395
TRIM52	0.5474932800000001
MAPRE2	0.5469399
PDE3A	0.546147305
FAM8A1	0.54546604
TOX2	0.54518307
NCF1	0.54508068
IDS	0.544508073
HPS5	0.54435459
GOLGA8N	0.54434781
LRP10	0.5443106533333333
KCTD9	0.54416476
LRRC49	0.54395718
SPOCD1	0.543775305
DEPTOR	0.543636
GSTA1	0.542737755
SLITRK5	0.5421154349999999
LY86	0.54183216
EGFL7	0.54172872
ERO1B	0.541375315
FOXO4	0.54064032
FLJ21369	0.54060203
GALNT11	0.54011907
RAP2C	0.539757665
STIM2	0.5394493433333333
PMP22	0.538994015
AOAH	0.53896215
UFSP2	0.53892571
HSPB3	0.53842091
C10orf128	0.53818613
RELN	0.53811309
FEZ1	0.53749123
MARCO	0.53744802
TSC1	0.53730794
NINL	0.53725447
CSGALNACT2	0.5367829166666667
GPR88	0.53665372
DFNA5	0.53616672
SWAP70	0.5359569366666667
SNX33	0.53483139
FCGR2C	0.5346907866666667
MOCOS	0.534450545
PURA	0.53438119
ZHX2	0.5343348400000001
PHF3	0.534047194
CYP17A1	0.53292154
GNA12	0.53219761
MANBA	0.53210534
PIAS1	0.5320006066666667
FAM175A	0.531384645
ARHGAP24	0.531350875
ANKRD36B	0.53108082
PCK1	0.53083167
AK1	0.530664365
RAPGEF5	0.5306463375
RNPC3	0.5303064066666666
TXNDC16	0.53029809000000006
HOPX	0.53023705
FYCO1	0.52967533
B4GALT5	0.529528
N4BP2L1	0.5293274474999999
AHCTF1	0.52881529
NNT-AS1	0.52818376
CYR61	0.52765007
DPYS	0.52758714
ADM5	0.52755343
TNFAIP8	0.5272839566666667
AKR1B1	0.52658877
DNAJC27	0.5265406575
COL24A1	0.52629985
TPP1	0.5262785075
MACROD2	0.5259149175000001
CEBPA	0.52589309
SLC51A	0.52564944
VIM	0.52503054
CAPN3	0.5246368366666667
PHKA1	0.524469615
PARVA	0.5240735742857143
ATP1B2	0.52401572
GNA15	0.52399772
CTSA	0.52380681
DHCR24	0.52309153
GABPB2	0.52289557
CDKN1B	0.52167464
SKIDA1	0.521015515
NFIA	0.52083348
CLN5	0.52077202
LIPT1	0.52048322
MMP9	0.52045133
COX17	0.52038878
ECSCR	0.52002868
CDH11	0.5198334975
COQ8A	0.5197012049999999
NAMPT	0.51965613
MARCH3	0.519579165
ADPRM	0.5194075499999999
JAK3	0.5192647575
DZIP1	0.51901654
S100A6	0.5189657049999999
NACC2	0.51832526
AGO3	0.5178615475
MICA	0.51783115
SRPX	0.51781498
NAP1L1	0.51634959
SMARCA2	0.5154132014285714
SUSD3	0.5153840449999999
UBE2E2	0.51475651
KCNH2	0.51401332
PECAM1	0.51372539800000006
RNASEL	0.51364404
EXOC6	0.5128728933333333
SRPX2	0.512652945
PRMT2	0.5124434257142857
TFEC	0.5121957066666667
SNX16	0.51183236
GINM1	0.51181319
PNRC1	0.51118727
TNFRSF1A	0.51109194
CD8A	0.51087689
FOXN3	0.5102667037499999
GALNT14	0.51017018
DOCK8	0.5101578800000001
CD74	0.5098234033333333
EGFLAM	0.50892081
PRUNE2	0.5086493133333333
SLC31A2	0.50854626
CCNG1	0.50842207
HOXC8	0.50757118
GAB1	0.5074389528571429
THEMIS2	0.506702505
MIR100HG	0.50607254
SPHKAP	0.50601649
EXOC8	0.50515186
TENM2	0.50506076
MAP3K3	0.50431802
CAPRIN2	0.50429575
NR2F1-AS1	0.5041497
P2RY8	0.50358904
TIMP4	0.50336763
LAMA2	0.503362675
CYLD	0.5031453971428571
TUBA4A	0.50298537
PTGER4	0.50296189
IFRD1	0.50294498
IL18RAP	0.50243526
HERPUD2	0.50200227
RBM20	0.50170008
CALCRL	0.5014471033333333
DDIT3	0.50118928
SYPL2	0.50116136
GREB1	0.5011284166666666
NCOA7	0.49994684666666667
TPRG1L	0.49989671
FAM217B	0.49983913
RTN4	0.499455675
BATF	0.49934311
CACHD1	0.49931693
SSC5D	0.49924114000000003
CNTNAP2	0.49899398
MYO1F	0.49889972
RRN3P2	0.49807214
SELK	0.49768071
PLPP7	0.49741635
IGKV1OR2-118	0.49725061
EMB	0.496747055
LILRA4	0.49666186
YAP1	0.49649666
TTC14	0.49623577
MMP3	0.49615015
BMPER	0.4960404
GIMAP2	0.49593866
IGFBP7	0.49587057333333334
FAM133A	0.49564317
DDHD2	0.49562983
MCFD2	0.49541374000000005
MAG	0.49533732499999994
CDO1	0.49522502999999995
SCAPER	0.49507787
GK3P	0.49445549
ZNF483	0.49432555333333333
CCND3	0.49427867000000003
KANK3	0.49405304
TRMT1L	0.49388646333333336
SETBP1	0.493378325
GBGT1	0.49310778
RNF217	0.4928902933333334
ALAD	0.49252197
MYCT1	0.492321595
FAM117A	0.49227595
FLNA	0.49179146
RAMP3	0.49125503
ADCY9	0.4910675
FBXO17	0.49099609
SLC35G2	0.4909517
FBXO30	0.49015453
AGPAT4	0.49011107
ITPRIP	0.49005783
MCAM	0.49004001499999994
GLG1	0.489822435
LTBP3	0.48939206999999996
RBM26-AS1	0.489389635
NPEPPS	0.48924595000000004
LRP11	0.48893471
HLX	0.4886574
PICALM	0.488608062
ZFAND2A	0.4885399
HSPB7	0.488495145
GNRH1	0.48814394
METTL18	0.48796214
GALNT18	0.48766381000000003
EIF5A2	0.48761101
MPHOSPH8	0.4874500275
DUSP26	0.48738133
GKAP1	0.48732141333333334
C2	0.48725250000000003
FLT3LG	0.48660879500000004
RB1CC1	0.48640504500000004
ZNF420	0.486042285
THRB	0.48603668
JMY	0.48571374500000003
COL4A4	0.48544536000000005
MT1X	0.48541857
ALPK2	0.485177175
PILRA	0.4850382
ACSL4	0.48472855
ALDOC	0.48377928
OLR1	0.48365397
CCNL1	0.48323964750000004
GXYLT2	0.48262222499999996
RASSF5	0.48237399999999997
FLJ12120	0.48196432
CD86	0.48142098
SH2B3	0.48140876
HLTF	0.48058647
HOXD4	0.48005488500000004
ZFYVE26	0.48004327999999996
RGS7BP	0.47993819
BTG2	0.47928961000000003
RORA	0.47915551
ESYT2	0.479030374
PALMD	0.47894443666666664
OAS1	0.47882144
DNAJC18	0.47877125666666664
AKR1C3	0.47828369
BEND5	0.4779034
ZNF366	0.47786763
PARP12	0.47781306
SLC9A7	0.4776906775
SELL	0.47754764
BBS10	0.47752755
APP	0.47750775666666667
RAB11FIP5	0.47674815
RAB3A	0.47643926
SEMA6A	0.476291246
SERINC3	0.4762395525
ANKMY2	0.47621411
CISD1	0.47608379
N4BP2L2	0.47585723714285716
COL18A1	0.475828535
CYB561A3	0.47558156
RNF19B	0.475512045
FAM13A	0.475292152
RAB12	0.47509714000000003
HEATR5A	0.47466908
GLI3	0.47386309
CDH8	0.4737706875
C5orf56	0.4736476075
ANGPT2	0.47357422
FBXL3	0.47352156999999995
CTBS	0.47349034
UBE2Q2L	0.47292633
BTN3A3	0.47264049500000005
SCML1	0.472433695
HSD17B14	0.47239200000000003
IL1R1	0.47198482500000005
PPP2CB	0.47185522
TAF3	0.471168695
SLC25A37	0.471022846
ARL4A	0.47100582
PDK3	0.470961704
SCPEP1	0.47079109999999996
NCR3LG1	0.47063738
PLEKHA6	0.47028496
CC2D2B	0.47019549
IGBP1	0.47002399
ADORA3	0.469947085
AADAC	0.4693944
TXNRD1	0.46935716000000005
ITGB1BP2	0.46933195
RPS6KA3	0.46909833999999995
PPIG	0.4690500425
DCAF12L2	0.4689999
SLC6A16	0.468756695
SCG5	0.46812327
SPRYD3	0.46800239
SLC7A7	0.4678002
TRAT1	0.46774361
IGFBP4	0.46762117
LCA5	0.46749171333333334
PCNX1	0.4674574357142857
ADCY4	0.46716438
TMEM255B	0.46692906
CEBPZ	0.46688147
ZNF582-AS1	0.466636675
RSBN1	0.466243136
PRKCDBP	0.46614214
PPP1R12A	0.46608404999999997
MGAT4A	0.46556702499999997
MAF	0.46538919333333334
GLI2	0.46502986333333335
NTAN1	0.464848215
WASF1	0.46481566
CXCR6	0.463604035
RASSF6	0.46356369333333336
GNG7	0.46354324333333335
DDX24	0.46310870000000004
CSRNP3	0.46304074142857143
ADD1	0.46280192249999996
CTSD	0.4625449
ELN	0.46249423500000003
NT5DC1	0.46238659
ST5	0.4622075
HSPA4L	0.46218
PPP4R4	0.4619626666666667
BAG2	0.46181242333333333
HCFC2	0.461681215
SH3BGRL	0.461417125
FOSL2	0.461326388
FZD1	0.46127605666666666
CCDC59	0.46091887499999995
FCER1A	0.46037302500000005
SLC16A7	0.460261518
LRRC15	0.4596828
GLS	0.4595735725
ROBO1	0.45947347
SPTBN1	0.45937498545454547
MBOAT2	0.4593156
BFSP1	0.45925444
CFAP36	0.45903089
TMEM138	0.45893241
MEGF6	0.45892786500000005
SPATS2L	0.45881146
BEGAIN	0.45870326
WFS1	0.45860983499999997
GABARAPL2	0.45854924
RBM27	0.45838642500000004
NAP1L5	0.45838068
TCF7L1	0.45830307
EPB41L4A-AS1	0.45813971
C15orf52	0.45761555
ARRB1	0.45747992571428575
FLJ20021	0.45746443
PEX12	0.45719409
MYO10	0.457090204
RAB3B	0.45692140000000003
PLEKHM3	0.456567975
DFNB59	0.45623069
CCDC93	0.4561432075
FGFR1	0.45600098714285714
SNED1	0.4559196575
TMEM192	0.45570202
SERTAD2	0.455631095
RUNX2	0.45520167833333336
CYP2U1	0.45518303250000003
NPC2	0.45444421
VAPB	0.4541472266666666
CILP	0.45376675
B4GAT1	0.45355388500000005
VAMP2	0.45331202666666665
PRKAB2	0.45288304333333335
AFAP1L1	0.452835785
MS4A2	0.452126025
C16orf45	0.45206813
ACTC1	0.45084982
PAX8-AS1	0.45064189
FAXDC2	0.45057172666666667
CLEC7A	0.44971235
PTPRK	0.449584175
BAALC	0.44957194
DNAJB14	0.44923679
ABLIM3	0.44869622
RRAGB	0.44851772
CLEC4A	0.44835895000000003
FRMD6	0.448265735
SLC27A1	0.44823378
CLIP3	0.448045825
OSBPL8	0.44773111
ZNF383	0.44772236
ABHD14B	0.44766354
RASA1	0.44762503
FNIP2	0.44744170000000005
SCN3A	0.44735711
CYYR1	0.44722013
FAM26F	0.447100032
SEPT10	0.44657350500000004
ZNF430	0.44643053
SLK	0.446300835
FRRS1L	0.44613396333333333
TMX4	0.44611550666666666
TNIK	0.44585791750000003
MBNL1-AS1	0.445753565
CYP7B1	0.4455634
RHBG	0.44531397
SETDB2	0.4452583766666667
CMKLR1	0.44511073333333334
MTTP	0.44464965
LPXN	0.44462453
KIAA1033	0.44410343333333335
FOXO1	0.44400118
DKK2	0.443540115
ZNF136	0.44352357
MCOLN1	0.44296106
LRIG3	0.44266404
CD33	0.44255557
MAN2B2	0.44253238
MBNL2	0.442334692
PDZRN3-AS1	0.44222066
SH3GL2	0.44168795
SQRDL	0.44161004
KLF3	0.4413426375
CTSO	0.44129043
CRY2	0.44128372
FOXP2	0.44090556555555555
EFR3A	0.44061695500000003
GNAQ	0.440579412
CA11	0.44005849
KLF15	0.440056685
CASC10	0.4400209533333333
CAST	0.43994566
ASNSD1	0.43974478
UBE2B	0.43968373285714285
DRAM1	0.43926406
HECA	0.43917621333333334
GSTM1	0.43897109
ZNF471	0.4389219933333333
SLC45A3	0.43882671500000003
VMO1	0.43867413
ATOH8	0.4385045733333333
UAP1	0.43846576
EREG	0.43739553
FRG1HP	0.43731259
ANTXR1	0.43717190666666667
TMEM133	0.43715957
PAXIP1-AS2	0.43659734499999997
TMEM237	0.436344065
LST1	0.4362991916666667
C6orf120	0.43614301499999997
RSF1	0.4353659283333333
SMC3	0.4347039525
PAGR1	0.434323265
LEPROT	0.433948535
SECISBP2	0.433704755
TOPORS	0.43361212
AVIL	0.43307729
SOS1-IT1	0.43297739
NOX4	0.432643215
CIDEB	0.43256754
CTSG	0.43255088
SLC1A3	0.43242328
VSNL1	0.43213327
IL17RD	0.43191954499999996
SMIM20	0.43183591
TCEAL9	0.4313161
ZNF404	0.43093275
DUSP1	0.43086997
BCAR3	0.43045117
ELK3	0.43011567
MAP4K5	0.4299169333333333
ARHGAP21	0.42973895
KDR	0.4296794
NBPF1	0.42967837500000006
USP16	0.42938089333333335
TRBC1	0.42934651333333335
ADRA2A	0.42909425
JPX	0.42898001500000005
KCNN3	0.428908905
KIAA1958	0.42865069666666666
MT1E	0.42858438499999996
PAG1	0.4282529466666667
EBF1	0.428034865
ABCG1	0.4280090525
SCN1B	0.4279194
TMSB15B	0.42787803
ZNF502	0.427847755
NPTN-IT1	0.42777109
CYCS	0.42759914000000004
SEC14L1P1	0.42759158
BHLHE22	0.427439675
LENG8	0.4273779
COL9A3	0.42719949
HLA-DRB6	0.4266413
ALDH2	0.42662747
CCNI	0.42629056
SUPT3H	0.426234965
CSNK2A2	0.42606286000000004
CMIP	0.42579030333333334
SPATA7	0.425515525
PRKAR1B	0.4254236
HS2ST1	0.4250943875
ARHGAP31	0.424815575
SCN4B	0.42463775
TIGD7	0.42460180999999997
MYO5A	0.4243127975
MAGI2-AS3	0.42430405666666665
IFNGR1	0.42338026
RFTN1	0.42318636000000004
EIF1B	0.42315016000000005
LMNA	0.42298941166666665
GAP43	0.4229765333333333
GRB10	0.4229602575
GLCE	0.42251247
OR51E1	0.42234165
MACF1	0.42214642125
GPD1L	0.42180092
CD200	0.4215237
SSTR1	0.421160665
ASAP1-IT2	0.42107333
GK	0.421027708
ATP8A1	0.4205253066666667
KIAA0922	0.41995018
CTNND2	0.41988296333333336
MPP1	0.41988003
PTGER3	0.419800302
OMA1	0.41959753
SOAT1	0.41951573
NAXD	0.41897116
CNTRL	0.41896230500000003
MEDAG	0.418953745
SLC36A4	0.41878549499999995
HFM1	0.41854927
NAIP	0.41840795000000003
SNHG22	0.41810295
FGD5	0.41753276
SOBP	0.417497235
HPD	0.41696214
ACAP2	0.41679095
NSA2	0.416575
SLA	0.41654179999999996
CTSK	0.41643348
ASB2	0.41635617
SYNE1	0.41634939
TLE4	0.416315566
CR1	0.416042584
ANXA1	0.41591368
PINK1	0.41588231999999997
MUT	0.415800595
MBNL1	0.4156798842857143
A2M	0.41544238
PDE4DIP	0.41540116250000003
EIF4B	0.41535098666666664
ZBED6	0.41529473
DHRS3	0.41472677
CLEC5A	0.41470632
LENG1	0.414383
MRC2	0.413824965
ADRB2	0.41374989
RBM38	0.41374142
PPP2R2D	0.41356683
UVRAG	0.41305514
IFI35	0.41241968
JAKMIP2	0.412263575
HECTD3	0.4120864
MICU1	0.41200748
BMS1P20	0.411929682
LILRB3	0.41166596
TDRD3	0.41092814666666666
TMOD1	0.41086184
HLA-DMA	0.41024355
HAMP	0.41022483
AKR1C1	0.41019487400000004
SESN2	0.41009477
REXO2	0.409921145
CD53	0.40981892666666664
PELI2	0.40962739000000004
NOTCH2	0.4095099075
LMBRD1	0.40936252
CLCN6	0.40925013
DUSP5	0.40912843
HLA-DQA1	0.40912392
CIR1	0.40905273
LEP	0.40886695
TEX2	0.40803035
LGALS2	0.40765511
GOT1L1	0.40751569
PIPOX	0.40720712
CEP68	0.407105602
GSN	0.40655795857142857
CD163L1	0.40621859
STAT6	0.40612877999999997
GABBR1	0.40574547
KIAA1107	0.40565745
CCDC144NL-AS1	0.4056344675
ABCA17P	0.40550181
RGS1	0.40549436333333333
VAT1L	0.4053594
PIK3IP1	0.40514274666666666
NPFF	0.40503957999999995
LYRM9	0.40497603000000004
TNRC6B	0.4047953142857143
LMBR1L	0.40451723
GAPLINC	0.40448699
PARD3B	0.404486036
FAM20B	0.404352235
ANKRD36C	0.40421442
PRDM2	0.404108374
ARL4C	0.40385644499999995
C1QTNF1-AS1	0.40372077
ENPP2	0.40361009
FLJ27354	0.40354528
FNBP1	0.40345170750000003
CBR3	0.40337675
HTATSF1P2	0.40335631
FUCA1	0.40331105
NUDT16	0.40306037
PEA15	0.40267379
CXCL1	0.40236664
FCGRT	0.40215454
MCHR1	0.40209684333333334
CLEC2D	0.4018859425
AIP	0.40176312000000003
PLEKHO1	0.40174322
LRMP	0.40140154333333333
CNR1	0.4012901525
ZNF610	0.40122421
CD2	0.40107096
SFMBT2	0.4008764
GUCY1A3	0.40064223499999996
SLC25A4	0.40053052
PPP1R18	0.40035118
IL18R1	0.40032128
PDGFC	0.40009569
GNG2	0.39964373
TRIM23	0.39959823666666666
PDPN	0.3994321775
TBXAS1	0.39943185999999997
CACNA1H	0.399254685
STX7	0.3991096125
NFAT5	0.39901859333333334
MIS18BP1	0.3989262333333333
TBX19	0.39876596
P4HA3	0.39872019000000003
BNIP3	0.398686665
TDRP	0.39854746
DTNA	0.39853548125
SERGEF	0.39839283
DISP1	0.39819624
LPCAT2	0.3978594475
MMRN1	0.39783315
ITGAM	0.397729765
CASK	0.397725268
BEX1	0.39764336
NTS	0.39758831
USO1	0.396981545
SHANK3	0.39654905
TNS3	0.3961006
CHURC1	0.39586957333333334
RBM11	0.39576673
PKNOX2	0.39565721
CDC42BPA	0.39546161
CCDC88A	0.395372015
MTHFR	0.395209282
ATL2	0.3952082966666667
EIF3E	0.39518456
SLMAP	0.394995905
GPR143	0.39485582
MROH7	0.39417992
SHF	0.39408073
RWDD1	0.394018875
TREM2	0.39394752
FTX	0.39387092
ADGRG7	0.39331715
FAM161B	0.39331354
MAOB	0.39330297999999997
SNAI2	0.39321388
SUN2	0.39309852
SFXN3	0.39240223333333335
EML3	0.39189096333333334
CDC37L1	0.3916655
ICK	0.39161005
CSF2RB	0.39150412
FCN3	0.3911834
TEAD3	0.39084605
GLUD1	0.39077719499999997
CAMSAP2	0.3903927566666667
KCNQ4	0.39006741500000003
PTGDS	0.38992188
ST3GAL1	0.38975365333333334
BLID	0.38956932
RAB6A	0.38953876
FXYD2	0.389493615
THRA	0.389419475
YPEL5	0.38934670499999996
TMEM132E	0.38918179
CIRBP	0.388711712
PLA2G12A	0.3887000875
CYSLTR1	0.38866699
TESK2	0.38864907
GLDN	0.388339185
GZMK	0.388226
ZNF469	0.38790032
GNS	0.38732522333333336
VAMP5	0.38689289
KCTD2	0.386876635
ZNF667-AS1	0.38634253
SPOCK2	0.38592453
DRAM2	0.38580214
NEURL2	0.38571583
TLR8	0.38547085000000003
AP3S1	0.38515187
ARHGAP30	0.38514662666666666
AMPD3	0.38475803
LPIN1	0.3846030766666667
VIPR2	0.3846011
SNX2	0.3844305333333333
ATG14	0.38392417
IGLON5	0.38353325
FBXL15	0.38335086
CPNE3	0.383232255
PDE1B	0.38322376
THAP2	0.38318455
COBLL1	0.383173716
TMEM25	0.383062365
RRM2B	0.38295591
NAP1L3	0.38294896
PRR5L	0.382917295
STX12	0.38289327
SPHK1	0.38218685
GSTM2	0.38207812
PGM5-AS1	0.38205359
WBP2	0.38196693
MYOM1	0.38187062
SH3RF3	0.38178428
ITGA3	0.38136292
PSIP1	0.3811373275
NAV1	0.38093273125
SPG20-AS1	0.3798883
KTN1	0.379819215
RPS16P5	0.37926438
DENND4A	0.37918323499999995
SVIL-AS1	0.37911139
LILRB4	0.37877313
KCNMB2	0.37865253
TARSL2	0.37818087499999997
LACTB	0.37807415333333333
AAMDC	0.37781379000000004
NKX3-2	0.37746369
LAIR1	0.377434955
C20orf194	0.37742461
FPGT	0.37710856
ATP7A	0.377083045
MUM1	0.376324666
DKFZP761C1711	0.37621801
RNF128	0.37594379
MECP2	0.3759131566666667
HPSE	0.37551547
RCBTB2	0.3751171
WASL	0.37506359250000004
CELF5	0.37497448666666666
PIWIL4	0.37474417
CCDC184	0.3745672
HBP1	0.37453477333333335
SASH3	0.37421372
PALM	0.37411821
LYL1	0.37395511
RAB7B	0.3738488
ANXA6	0.373564675
MEF2A	0.373292705
FHL1	0.37323971
DUSP5P1	0.37317177
YPEL2	0.37312797999999997
SLC25A17	0.37304261
TNFRSF17	0.37284334
LYPD1	0.37280609
CGRRF1	0.3727194
EPHA3	0.37257186999999997
RASL11A	0.3724685
PNISR	0.37243573666666663
UCN	0.37211424
STEAP1B	0.3720107
ZNF791	0.37188684
DIO3OS	0.37115671
NOTCH2NL	0.37109583
FRMD6-AS1	0.37103114
EXT1	0.37091957333333336
SEPT8	0.3708859
VASN	0.37048973
CCDC186	0.37033487333333337
WASF2	0.37029933
TUSC1	0.3702567
SH3BP5-AS1	0.36946114
INHBB	0.36936071
SIRT1	0.36929614
ANKH	0.3691942128571429
ZNF439	0.36910972
RAB23	0.36906816
SP4	0.36906295499999997
RAB30	0.369058612
FAM184A	0.368986215
GNE	0.36860558
BCL11B	0.36858201333333335
PHYH	0.36824326
TNNC2	0.36822869
CBX6	0.36788926
UBL3	0.36786753
FAM46B	0.36777175
CPLX1	0.36748158
FGFRL1	0.36746945999999997
RPL36AL	0.36746055
ZNF658	0.36739309
CWC27	0.3673405433333334
ITGA5	0.36708201
PP13439	0.36693617
APPBP2	0.3668583125
NR2F2	0.36679105666666667
ARHGAP5	0.366781754
SBF2	0.3660740333333333
PTAFR	0.36597371666666667
PLXDC1	0.36574592666666667
DIAPH2	0.36563605666666665
BTK	0.36560593
SLU7	0.36540673999999995
HLA-DRB4	0.36530381666666667
STAT5B	0.36526326200000003
CD34	0.36479288
VPS51	0.36460822
ZNF660	0.36451242
NORAD	0.36422376500000003
PSTPIP2	0.36407709
MOB3B	0.3638668325
PSTPIP1	0.36345828
ALMS1P1	0.36341407
CBLB	0.36267358666666666
SMIM10L2A	0.36262719
CLIP2	0.36246183
JUN	0.36225267499999997
PPFIA2	0.36192853333333336
AKTIP	0.361854115
PREB	0.36167048
IGFBP7-AS1	0.36164443
ZFAND5	0.361295272
JMJD6	0.361173615
