ID	adj.P.Val	P.Value	t	B	logFC	ORF
yheN	0.08951	7.27e-03	-3.55	-2.4127	-7.16e-02	yheN
miaB	0.09078	7.39e-03	3.54	-2.4297	7.68e-02	miaB
bglG	0.09096	7.44e-03	3.53	-2.4361	1.94e-01	bglG
qseC	0.09096	7.45e-03	-3.53	-2.4372	-8.57e-02	qseC
yhfA	0.09107	7.49e-03	-3.53	-2.443	-6.83e-02	yhfA
glpR	0.09107	7.50e-03	3.53	-2.4438	5.97e-02	glpR
yihT	0.09152	7.59e-03	3.52	-2.4561	7.41e-02	yihT
cpdB	0.09152	7.61e-03	3.52	-2.4591	9.41e-02	cpdB
yqeI	0.09152	7.66e-03	-3.51	-2.4653	-1.02e-01	yqeI
serC	0.09152	7.67e-03	-3.51	-2.4662	-9.29e-02	serC
ydiL	0.09152	7.68e-03	-3.51	-2.468	-9.49e-02	ydiL
cspE	0.09152	7.69e-03	-3.51	-2.4685	-1.29e-01	cspE
mdtJ	0.09152	7.70e-03	3.51	-2.4705	1.21e-01	mdtJ
ydjJ	0.09152	7.72e-03	3.51	-2.4727	1.32e-01	ydjJ
ycaD	0.09152	7.72e-03	3.51	-2.4732	1.11e-01	ycaD
acpS	0.09166	7.75e-03	-3.50	-2.4773	-7.40e-02	acpS
slp	0.09173	7.81e-03	-3.50	-2.4842	-2.27e-01	slp
alkA	0.09173	7.84e-03	-3.50	-2.4882	-5.89e-02	alkA
yhiI	0.09173	7.85e-03	3.49	-2.4899	9.02e-02	yhiI
dld	0.09173	7.88e-03	-3.49	-2.4933	-6.97e-02	dld
recA	0.09173	7.89e-03	-3.49	-2.4947	-4.89e-02	recA
narV	0.09173	7.89e-03	-3.49	-2.4954	-1.32e-01	narV
rimK	0.09173	7.91e-03	3.49	-2.4976	6.06e-02	rimK
ltaE	0.09173	7.92e-03	-3.49	-2.4992	-6.50e-02	ltaE
ymdF	0.09203	7.97e-03	-3.48	-2.5051	-1.69e-01	ymdF
yiaI	0.09336	8.11e-03	-3.47	-2.5221	-1.06e-01	yiaI
ubiX	0.09338	8.13e-03	3.47	-2.525	9.42e-02	ubiX
ymfR	0.0938	8.19e-03	-3.47	-2.5321	-2.32e-01	ymfR
ybjG	0.09381	8.21e-03	3.46	-2.5347	8.29e-02	ybjG
ymdB	0.09412	8.29e-03	-3.46	-2.5443	-5.74e-02	ymdB
ygfH	0.09412	8.29e-03	-3.46	-2.5453	-8.09e-02	ygfH
dmsD	0.09412	8.30e-03	3.46	-2.5458	7.67e-02	dmsD
metA	0.09452	8.35e-03	3.45	-2.5526	1.17e-01	metA
yhgA	0.09473	8.39e-03	-3.45	-2.5574	-7.50e-02	yhgA
clpS	0.09528	8.48e-03	-3.44	-2.5682	-7.24e-02	clpS
cybB	0.09528	8.49e-03	3.44	-2.5682	5.85e-02	cybB
yajD	0.09624	8.59e-03	-3.43	-2.5808	-8.99e-02	yajD
malZ	0.09663	8.66e-03	-3.43	-2.5887	-7.75e-02	malZ
qseB	0.09663	8.67e-03	-3.43	-2.5899	-6.23e-02	qseB
trpB	0.09697	8.74e-03	3.42	-2.5981	1.07e-01	trpB
eno	0.09697	8.74e-03	-3.42	-2.5985	-7.32e-02	eno
ytfM	0.09746	8.81e-03	-3.42	-2.6061	-5.48e-02	ytfM
ycdN_1	0.09784	8.87e-03	3.41	-2.6124	3.47e-01	ycdN_1
argH	0.09789	8.92e-03	3.41	-2.6186	1.10e-01	argH
yhjR	0.09789	8.92e-03	-3.41	-2.6188	-6.83e-02	yhjR
rbsK	0.09789	8.94e-03	3.41	-2.6204	1.02e-01	rbsK
rnhB	0.09838	9.00e-03	3.40	-2.6279	8.76e-02	rnhB
yhgG	0.09861	9.05e-03	3.40	-2.6326	7.96e-02	yhgG
yoaC	0.09919	9.14e-03	-3.39	-2.6426	-9.20e-02	yoaC
ulaG	0.09919	9.14e-03	3.39	-2.6434	7.61e-02	ulaG
yddA	0.09954	9.20e-03	3.39	-2.6494	1.43e-01	yddA
tdh	0.09958	9.22e-03	3.39	-2.6522	5.77e-02	tdh
rsxD	0.10017	9.30e-03	3.38	-2.6606	7.59e-02	rsxD
yeeY	0.10031	9.34e-03	-3.38	-2.6644	-6.57e-02	yeeY
rbsA	0.10189	9.52e-03	3.37	-2.6841	1.02e-01	rbsA
glnW	0.10189	9.53e-03	3.37	-2.685	1.44e-01	glnW
gsk	0.10197	9.56e-03	3.36	-2.6882	9.83e-02	gsk
rpsC	0.1021	9.60e-03	-3.36	-2.6918	-6.76e-02	rpsC
ydgH	0.10264	9.67e-03	-3.36	-2.6998	-5.32e-02	ydgH
ompC	0.10264	9.69e-03	-3.35	-2.7019	-8.13e-02	ompC
ilvI	0.10281	9.73e-03	-3.35	-2.7059	-6.42e-02	ilvI
pntB	0.10288	9.79e-03	3.35	-2.7117	7.08e-02	pntB
adhP	0.10288	9.81e-03	-3.35	-2.7135	-1.03e-01	adhP
manX	0.10288	9.81e-03	3.35	-2.7137	4.00e-01	manX
yccS	0.10384	9.92e-03	3.34	-2.7254	9.88e-02	yccS
yigL	0.10423	9.98e-03	-3.33	-2.7315	-6.11e-02	yigL
yfjM	0.10463	1.01e-02	-3.33	-2.7386	-1.34e-01	yfjM
yjbA	0.10463	1.01e-02	-3.33	-2.7401	-1.26e-01	yjbA
hokB	0.10578	1.02e-02	3.32	-2.7534	1.40e-01	hokB
narP	0.10634	1.03e-02	3.31	-2.761	7.73e-02	narP
ydcX	0.10668	1.03e-02	3.31	-2.7665	1.68e-01	ydcX
ispF	0.10723	1.04e-02	3.31	-2.7754	5.69e-02	ispF
lysV	0.10723	1.05e-02	3.30	-2.7792	9.31e-02	lysV
uvrB	0.10723	1.05e-02	-3.30	-2.7797	-4.81e-02	uvrB
yohG	0.10723	1.05e-02	3.30	-2.7809	1.32e-01	yohG
manZ	0.10727	1.05e-02	3.30	-2.7836	3.31e-01	manZ
pepT	0.10888	1.07e-02	-3.29	-2.8021	-7.54e-02	pepT
napH	0.10888	1.08e-02	3.29	-2.8063	1.26e-01	napH
cysC	0.10888	1.08e-02	-3.28	-2.8097	-9.57e-02	cysC
kdpE	0.10888	1.08e-02	3.28	-2.8123	6.26e-02	kdpE
ybaQ	0.10888	1.08e-02	-3.28	-2.8135	-7.20e-02	ybaQ
aqpZ	0.10888	1.09e-02	-3.28	-2.8178	-1.00e-01	aqpZ
recD	0.10888	1.09e-02	-3.28	-2.8181	-6.48e-02	recD
yagF	0.10888	1.09e-02	-3.28	-2.8184	-1.87e-01	yagF
yeaE	0.10888	1.09e-02	-3.28	-2.8189	-7.86e-02	yeaE
rpoC	0.10946	1.10e-02	-3.27	-2.8265	-4.05e-02	rpoC
yncA	0.11013	1.11e-02	-3.27	-2.8349	-7.06e-02	yncA
fepB	0.11235	1.13e-02	3.25	-2.858	1.12e-01	fepB
cchA	0.11235	1.13e-02	-3.25	-2.8593	-5.43e-02	cchA
aroF	0.11303	1.15e-02	3.24	-2.87	8.24e-02	aroF
yhbO	0.11303	1.15e-02	-3.24	-2.872	-1.48e-01	yhbO
valV	0.11303	1.15e-02	3.24	-2.873	1.10e-01	valV
lnt	0.11303	1.15e-02	3.24	-2.8742	6.31e-02	lnt
mhpC	0.11306	1.15e-02	-3.24	-2.8777	-1.21e-01	mhpC
nhoA	0.11306	1.16e-02	-3.24	-2.8803	-5.01e-02	nhoA
yjfF	0.11306	1.16e-02	-3.24	-2.881	-6.22e-02	yjfF
rsxB	0.11318	1.16e-02	3.23	-2.8843	6.70e-02	rsxB
ycfQ	0.1136	1.17e-02	-3.23	-2.8907	-6.83e-02	ycfQ
gidA	0.1136	1.17e-02	3.23	-2.8924	8.04e-02	gidA
yjjK	0.114	1.18e-02	3.22	-2.8998	4.88e-02	yjjK
speG	0.114	1.18e-02	3.22	-2.9023	6.20e-02	speG
ygcE	0.114	1.18e-02	3.22	-2.9027	9.06e-02	ygcE
rfaH	0.114	1.19e-02	3.22	-2.9051	8.81e-02	rfaH
mraY	0.114	1.19e-02	3.22	-2.9074	8.82e-02	mraY
ycbL	0.114	1.19e-02	-3.22	-2.9089	-6.70e-02	ycbL
lsrB	0.11447	1.20e-02	3.21	-2.9151	5.70e-02	lsrB
pqqL	0.1146	1.20e-02	3.21	-2.9184	5.79e-02	pqqL
stpA	0.11501	1.21e-02	3.21	-2.9259	9.22e-02	stpA
lpxM	0.11501	1.21e-02	3.21	-2.9262	6.57e-02	lpxM
argE	0.11556	1.22e-02	3.20	-2.9352	1.06e-01	argE
sraD	0.11556	1.22e-02	-3.20	-2.9353	-1.22e-01	sraD
caiC	0.11556	1.23e-02	3.20	-2.9404	6.02e-02	caiC
chpA	0.11556	1.23e-02	3.20	-2.9413	6.56e-02	chpA
ynjC	0.11556	1.23e-02	3.20	-2.9418	1.35e-01	ynjC
pheV	0.11556	1.23e-02	3.19	-2.9437	1.23e-01	pheV
proV	0.11559	1.24e-02	-3.19	-2.946	-1.25e-01	proV
yibL	0.11696	1.26e-02	-3.18	-2.9616	-8.29e-02	yibL
proW	0.11696	1.26e-02	-3.18	-2.9623	-8.71e-02	proW
argD	0.11696	1.26e-02	3.18	-2.9641	1.23e-01	argD
tyrU	0.11703	1.27e-02	3.18	-2.9712	7.44e-02	tyrU
ybbA	0.11703	1.27e-02	-3.18	-2.9719	-6.31e-02	ybbA
ansB	0.11703	1.27e-02	3.17	-2.9747	2.14e-01	ansB
potC	0.11703	1.27e-02	3.17	-2.9765	9.85e-02	potC
fucI	0.11703	1.27e-02	3.17	-2.9768	5.86e-02	fucI
thrT	0.11703	1.28e-02	3.17	-2.9771	7.08e-02	thrT
yccF	0.1177	1.29e-02	3.17	-2.9861	6.81e-02	yccF
aat	0.1177	1.29e-02	3.17	-2.9878	6.50e-02	aat
yfhD	0.1177	1.29e-02	3.17	-2.989	1.54e-01	yfhD
yicI	0.11839	1.30e-02	-3.16	-2.9968	-7.07e-02	yicI
yafV	0.1185	1.30e-02	-3.16	-2.9998	-7.99e-02	yafV
yidF	0.11912	1.31e-02	-3.15	-3.0076	-8.03e-02	yidF
sprT	0.11912	1.32e-02	3.15	-3.0105	1.09e-01	sprT
nrfG	0.11912	1.32e-02	3.15	-3.0111	1.13e-01	nrfG
tatE	0.11981	1.33e-02	-3.14	-3.0205	-1.24e-01	tatE
recF	0.11981	1.33e-02	3.14	-3.0217	1.07e-01	recF
manY	0.11981	1.34e-02	3.14	-3.023	3.38e-01	manY
astC	0.11981	1.34e-02	-3.14	-3.0249	-1.30e-01	astC
ynjA	0.1206	1.35e-02	-3.14	-3.0335	-6.13e-02	ynjA
ycaK	0.12068	1.35e-02	3.13	-3.0362	8.82e-02	ycaK
lomR_2	0.12091	1.36e-02	-3.13	-3.0401	-1.97e-01	lomR_2
cutC	0.12094	1.36e-02	-3.13	-3.0426	-6.33e-02	cutC
nanE	0.12094	1.36e-02	3.13	-3.0446	9.89e-02	nanE
hybF	0.12094	1.37e-02	3.13	-3.0463	9.46e-02	hybF
hrpB	0.12095	1.37e-02	3.13	-3.0483	6.35e-02	hrpB
ybgL	0.12151	1.38e-02	-3.12	-3.0575	-6.04e-02	ybgL
yebN	0.12151	1.38e-02	3.12	-3.0578	8.92e-02	yebN
ymfA	0.12151	1.38e-02	3.12	-3.0589	1.34e-01	ymfA
mtgA	0.12162	1.39e-02	3.12	-3.0617	5.42e-02	mtgA
yjcO	0.12183	1.40e-02	-3.11	-3.0674	-4.94e-02	yjcO
tauB	0.12183	1.40e-02	-3.11	-3.0685	-5.41e-02	tauB
leuX	0.12183	1.40e-02	3.11	-3.0693	1.66e-01	leuX
frr	0.12289	1.42e-02	-3.10	-3.0836	-8.01e-02	frr
xthA	0.12289	1.42e-02	3.10	-3.0844	7.20e-02	xthA
srlA	0.12289	1.42e-02	3.10	-3.087	3.78e-01	srlA
bglH	0.12289	1.43e-02	3.10	-3.0884	1.75e-01	bglH
alkB	0.12289	1.43e-02	-3.10	-3.0892	-6.48e-02	alkB
IS183	0.12289	1.43e-02	-3.10	-3.0896	-2.76e-01	IS183
tadA	0.12329	1.43e-02	3.10	-3.0948	7.11e-02	tadA
cusA	0.12331	1.44e-02	-3.09	-3.0971	-2.33e-01	cusA
zur	0.12331	1.44e-02	-3.09	-3.0997	-7.45e-02	zur
ybaN	0.12331	1.44e-02	3.09	-3.1007	6.10e-02	ybaN
ryeB	0.12437	1.46e-02	-3.09	-3.1111	-8.63e-02	ryeB
yhbW	0.12461	1.46e-02	-3.08	-3.115	-9.15e-02	yhbW
yfdX	0.12505	1.47e-02	-3.08	-3.1217	-8.37e-02	yfdX
astA	0.12505	1.47e-02	-3.08	-3.1223	-1.43e-01	astA
glpB	0.12757	1.51e-02	-3.06	-3.1445	-9.60e-02	glpB
yhcB	0.12757	1.51e-02	-3.06	-3.146	-9.82e-02	yhcB
sohB	0.1278	1.52e-02	-3.06	-3.1512	-6.13e-02	sohB
ygbT	0.1278	1.52e-02	3.06	-3.1516	5.08e-02	ygbT
yedR	0.12805	1.53e-02	-3.05	-3.1612	-1.03e-01	yedR
yhbP	0.12805	1.54e-02	-3.05	-3.1642	-6.27e-02	yhbP
leuL	0.12805	1.54e-02	-3.05	-3.1665	-1.03e-01	leuL
thrW	0.12805	1.55e-02	3.05	-3.1699	7.77e-02	thrW
yfeZ	0.12805	1.55e-02	3.05	-3.17	4.34e-02	yfeZ
yeaI	0.12805	1.55e-02	3.05	-3.1717	3.46e-01	yeaI
ccmF	0.12805	1.55e-02	3.05	-3.1719	8.87e-02	ccmF
yidD	0.12805	1.55e-02	3.05	-3.172	7.67e-02	yidD
zntA	0.12805	1.55e-02	3.04	-3.1736	3.46e-01	zntA
imp	0.12805	1.55e-02	-3.04	-3.1752	-4.94e-02	imp
uhpC	0.12805	1.56e-02	3.04	-3.1756	8.62e-02	uhpC
gltI	0.12805	1.56e-02	3.04	-3.1758	1.64e-01	gltI
argQ	0.12848	1.56e-02	3.04	-3.181	6.40e-02	argQ
insO-1	0.12956	1.58e-02	-3.03	-3.1912	-1.88e-01	insO-1
yciU	0.13018	1.59e-02	-3.03	-3.1998	-4.11e-02	yciU
ymgE	0.13018	1.60e-02	-3.03	-3.2013	-1.08e-01	ymgE
gltV	0.13018	1.60e-02	3.03	-3.2024	5.93e-02	gltV
yobD	0.13018	1.60e-02	3.02	-3.2039	1.89e-01	yobD
ampG	0.13018	1.60e-02	3.02	-3.205	6.61e-02	ampG
astD	0.13064	1.61e-02	-3.02	-3.2103	-8.71e-02	astD
rbsD	0.13075	1.61e-02	3.02	-3.213	1.79e-01	rbsD
yfcE	0.13088	1.62e-02	3.02	-3.2158	5.03e-02	yfcE
speE	0.13122	1.63e-02	3.01	-3.2206	6.97e-02	speE
ybiN	0.13122	1.63e-02	3.01	-3.222	8.44e-02	ybiN
deaD	0.13122	1.63e-02	-3.01	-3.2244	-9.19e-02	deaD
insA-6	0.13122	1.64e-02	-3.01	-3.2259	-6.61e-02	insA-6
argB	0.13122	1.64e-02	3.01	-3.2284	1.74e-01	argB
ycgJ	0.13122	1.64e-02	3.01	-3.2291	4.46e-02	ycgJ
yhhQ	0.1317	1.65e-02	3.00	-3.2367	1.04e-01	yhhQ
selC	0.1317	1.66e-02	3.00	-3.2382	7.30e-02	selC
prfA	0.1317	1.66e-02	3.00	-3.2404	6.01e-02	prfA
kefG	0.1317	1.66e-02	-3.00	-3.2419	-5.17e-02	kefG
ytjA	0.1317	1.66e-02	-3.00	-3.2433	-1.68e-01	ytjA
ffs	0.1317	1.66e-02	3.00	-3.2434	6.93e-02	ffs
ulaR	0.13186	1.67e-02	-3.00	-3.2466	-5.63e-02	ulaR
suhB	0.13186	1.67e-02	3.00	-3.2482	1.52e-01	suhB
rspB	0.13245	1.68e-02	2.99	-3.2544	2.43e-01	rspB
hypF	0.13252	1.69e-02	-2.99	-3.2566	-9.02e-02	hypF
sulA	0.13254	1.69e-02	-2.99	-3.2585	-5.78e-02	sulA
yfbS	0.13423	1.72e-02	-2.98	-3.2732	-1.04e-01	yfbS
smtA	0.13423	1.72e-02	-2.98	-3.2746	-4.69e-02	smtA
puuE	0.13435	1.73e-02	-2.98	-3.2788	-2.27e-01	puuE
ybhP	0.13435	1.73e-02	-2.98	-3.2798	-7.81e-02	ybhP
yfgB	0.13435	1.73e-02	2.97	-3.283	7.77e-02	yfgB
fdoH	0.13435	1.73e-02	-2.97	-3.2833	-1.13e-01	fdoH
yraO	0.13435	1.74e-02	-2.97	-3.2857	-5.62e-02	yraO
thrL	0.13435	1.74e-02	-2.97	-3.2859	-1.12e-01	thrL
gapC_1	0.13455	1.75e-02	-2.97	-3.2904	-8.25e-02	gapC_1
lhr	0.13455	1.75e-02	-2.97	-3.2908	-7.70e-02	lhr
uxaA	0.13507	1.76e-02	-2.96	-3.2967	-7.60e-02	uxaA
glgB	0.13507	1.76e-02	2.96	-3.2983	8.87e-02	glgB
dcrB	0.13507	1.76e-02	-2.96	-3.2998	-5.83e-02	dcrB
ybbP	0.13607	1.78e-02	-2.96	-3.3088	-7.07e-02	ybbP
puuA	0.13715	1.80e-02	-2.95	-3.3184	-2.23e-01	puuA
ycjV	0.13723	1.80e-02	2.95	-3.3207	6.96e-02	ycjV
yfgC	0.13834	1.82e-02	-2.94	-3.3331	-6.69e-02	yfgC
pheU	0.13834	1.82e-02	2.94	-3.3337	1.14e-01	pheU
pmbA	0.13834	1.82e-02	-2.94	-3.3338	-3.88e-02	pmbA
prmC	0.13878	1.83e-02	2.94	-3.3386	7.65e-02	prmC
proP	0.13885	1.84e-02	-2.94	-3.342	-1.03e-01	proP
puuP	0.13885	1.84e-02	-2.93	-3.3445	-1.87e-01	puuP
fepC	0.13885	1.84e-02	2.93	-3.3454	1.14e-01	fepC
ydhL	0.13885	1.85e-02	-2.93	-3.3458	-8.77e-02	ydhL
yidR	0.13891	1.85e-02	-2.93	-3.3479	-5.97e-02	yidR
yfcC	0.13921	1.86e-02	-2.93	-3.3533	-1.45e-01	yfcC
pgsA	0.13921	1.86e-02	-2.93	-3.3534	-8.59e-02	pgsA
nfnB	0.13946	1.87e-02	-2.93	-3.3568	-8.14e-02	nfnB
dtd	0.13972	1.87e-02	-2.92	-3.3604	-4.85e-02	dtd
rof	0.14	1.88e-02	-2.92	-3.364	-8.46e-02	rof
hyfA	0.14171	1.91e-02	-2.91	-3.3802	-7.85e-02	hyfA
ecpD	0.14171	1.91e-02	2.91	-3.3815	1.27e-01	ecpD
rffT	0.14171	1.92e-02	-2.91	-3.3831	-4.89e-02	rffT
ydeR	0.14171	1.92e-02	2.91	-3.3864	9.55e-02	ydeR
glpQ	0.14171	1.92e-02	2.91	-3.3871	3.53e-01	glpQ
tnaC	0.14171	1.92e-02	2.91	-3.3877	3.62e-01	tnaC
zapA	0.14171	1.93e-02	-2.90	-3.3886	-7.65e-02	zapA
ybjS	0.14171	1.93e-02	2.90	-3.3904	9.08e-02	ybjS
srlE	0.14171	1.93e-02	2.90	-3.3908	3.40e-01	srlE
mglB	0.14199	1.94e-02	2.90	-3.3949	2.82e-01	mglB
aceE	0.14199	1.95e-02	-2.90	-3.3993	-6.81e-02	aceE
ppiA	0.14199	1.95e-02	2.90	-3.3998	6.82e-02	ppiA
puuR	0.14199	1.95e-02	-2.90	-3.4008	-1.11e-01	puuR
pstB	0.14199	1.95e-02	2.90	-3.4009	6.17e-02	pstB
yejA	0.14251	1.96e-02	-2.89	-3.4062	-5.08e-02	yejA
sdaC	0.14274	1.97e-02	2.89	-3.4094	1.62e-01	sdaC
yeiQ	0.14283	1.97e-02	2.89	-3.4125	6.04e-02	yeiQ
rydB	0.14283	1.98e-02	-2.89	-3.4133	-1.70e-01	rydB
ptsG	0.14305	1.98e-02	2.89	-3.4163	1.99e-01	ptsG
pcm	0.14334	1.99e-02	2.88	-3.42	5.76e-02	pcm
gss	0.14538	2.02e-02	-2.87	-3.4364	-4.46e-02	gss
yfaS_1	0.14538	2.02e-02	-2.87	-3.4372	-7.48e-02	yfaS_1
ybcH	0.14565	2.03e-02	2.87	-3.4407	7.91e-02	ybcH
yniB	0.14579	2.04e-02	-2.87	-3.4432	-4.65e-02	yniB
glnP	0.14595	2.04e-02	2.87	-3.4469	2.18e-01	glnP
rygA	0.14595	2.05e-02	-2.87	-3.4478	-1.64e-01	rygA
yfcG	0.14595	2.05e-02	-2.87	-3.4493	-1.09e-01	yfcG
ykfI	0.14595	2.05e-02	-2.86	-3.4506	-6.68e-02	ykfI
phnF	0.14608	2.06e-02	-2.86	-3.4539	-1.53e-01	phnF
tatA	0.14608	2.06e-02	-2.86	-3.4547	-5.29e-02	tatA
cysQ	0.14616	2.06e-02	-2.86	-3.4567	-6.45e-02	cysQ
nirB	0.1469	2.08e-02	-2.86	-3.4634	-1.69e-01	nirB
ydcP	0.1469	2.08e-02	2.85	-3.4662	1.16e-01	ydcP
argP	0.1469	2.08e-02	-2.85	-3.4665	-5.50e-02	argP
nlpB	0.14711	2.09e-02	-2.85	-3.4695	-4.69e-02	nlpB
yoaH	0.14728	2.10e-02	-2.85	-3.4722	-8.72e-02	yoaH
yqgA	0.14951	2.13e-02	-2.84	-3.4886	-7.91e-02	yqgA
gdhA	0.15041	2.15e-02	2.83	-3.4986	4.63e-02	gdhA
nfsA	0.15041	2.16e-02	2.83	-3.4997	4.39e-02	nfsA
lpp	0.15041	2.16e-02	-2.83	-3.4997	-1.38e-01	lpp
hyfI	0.15041	2.16e-02	2.83	-3.5008	5.81e-02	hyfI
uxaB	0.15216	2.19e-02	2.82	-3.515	7.52e-02	uxaB
fliJ	0.15216	2.19e-02	-2.82	-3.5168	-6.63e-02	fliJ
hybD	0.15216	2.19e-02	2.82	-3.5169	7.89e-02	hybD
mdoC	0.15231	2.20e-02	2.82	-3.5194	1.77e-01	mdoC
cmk	0.15239	2.20e-02	2.82	-3.5222	5.01e-02	cmk
ylaC	0.15239	2.21e-02	2.82	-3.524	8.64e-02	ylaC
yggH	0.15239	2.21e-02	2.82	-3.5245	6.76e-02	yggH
idnD	0.15258	2.22e-02	2.81	-3.5289	2.13e-01	idnD
lysZ	0.15258	2.23e-02	2.81	-3.5316	8.65e-02	lysZ
yjgD	0.15258	2.23e-02	-2.81	-3.5319	-5.35e-02	yjgD
acnA	0.15258	2.23e-02	-2.81	-3.5324	-9.94e-02	acnA
ybaP	0.15258	2.23e-02	-2.81	-3.5347	-5.41e-02	ybaP
dps	0.15258	2.23e-02	-2.81	-3.5348	-1.72e-01	dps
lldR	0.15264	2.24e-02	-2.81	-3.5367	-9.16e-02	lldR
ispD	0.15273	2.24e-02	2.81	-3.5388	5.81e-02	ispD
ybaA	0.15335	2.26e-02	-2.80	-3.545	-1.36e-01	ybaA
glxK	0.15335	2.26e-02	-2.80	-3.5458	-5.04e-02	glxK
nadC	0.15492	2.28e-02	-2.80	-3.5574	-4.74e-02	nadC
rpmC	0.1553	2.30e-02	-2.79	-3.5624	-5.83e-02	rpmC
gpmI	0.1553	2.30e-02	-2.79	-3.5636	-8.33e-02	gpmI
ybaX	0.1553	2.30e-02	-2.79	-3.5658	-4.50e-02	ybaX
phnM	0.1553	2.31e-02	-2.79	-3.5663	-1.34e-01	phnM
ybaS	0.1553	2.31e-02	-2.79	-3.5673	-1.71e-01	ybaS
glnH	0.15597	2.32e-02	2.78	-3.5739	1.92e-01	glnH
ycdH	0.15597	2.32e-02	-2.78	-3.5745	-8.02e-02	ycdH
wcaJ	0.15625	2.33e-02	-2.78	-3.5778	-8.77e-02	wcaJ
cysH	0.15665	2.34e-02	-2.78	-3.5818	-8.11e-02	cysH
yieN	0.15665	2.35e-02	-2.78	-3.5833	-9.15e-02	yieN
rfaL	0.1568	2.35e-02	2.78	-3.5869	1.63e-01	rfaL
glyA	0.1568	2.36e-02	-2.77	-3.5895	-5.93e-02	glyA
ada	0.1568	2.37e-02	-2.77	-3.5934	-6.17e-02	ada
yceH	0.1568	2.38e-02	-2.77	-3.5975	-6.26e-02	yceH
ycjR	0.1568	2.38e-02	2.77	-3.5981	9.65e-02	ycjR
rbsB	0.1568	2.39e-02	2.77	-3.6007	1.49e-01	rbsB
yaeQ	0.1568	2.39e-02	-2.77	-3.6025	-7.24e-02	yaeQ
yjjB	0.1568	2.39e-02	-2.77	-3.6035	-7.99e-02	yjjB
slt	0.1568	2.40e-02	-2.76	-3.6045	-5.01e-02	slt
serU	0.1568	2.40e-02	2.76	-3.6052	7.57e-02	serU
fabB	0.1568	2.40e-02	2.76	-3.6057	4.53e-02	fabB
eutQ	0.1568	2.40e-02	-2.76	-3.6059	-5.95e-02	eutQ
kbaZ	0.1568	2.40e-02	2.76	-3.6059	1.25e-01	kbaZ
rmf	0.1568	2.40e-02	-2.76	-3.6074	-1.24e-01	rmf
yjcD	0.1568	2.40e-02	2.76	-3.6081	9.57e-02	yjcD
napG	0.1568	2.41e-02	2.76	-3.6085	7.08e-02	napG
mdtG	0.1568	2.41e-02	2.76	-3.609	5.94e-02	mdtG
yieM	0.15765	2.42e-02	-2.76	-3.6158	-5.30e-02	yieM
ybgS	0.15949	2.46e-02	-2.75	-3.6291	-1.30e-01	ybgS
dcp	0.15949	2.47e-02	2.75	-3.633	2.83e-01	dcp
yhcM	0.15949	2.47e-02	-2.75	-3.6333	-3.93e-02	yhcM
lacA	0.15949	2.47e-02	2.75	-3.6336	5.46e-02	lacA
gntU	0.15949	2.47e-02	2.74	-3.6363	1.43e-01	gntU
potA	0.15949	2.48e-02	2.74	-3.6372	1.01e-01	potA
yeiH	0.15949	2.48e-02	2.74	-3.6381	5.22e-02	yeiH
parE	0.15949	2.48e-02	2.74	-3.6387	6.23e-02	parE
yfeC	0.16001	2.49e-02	-2.74	-3.6433	-8.19e-02	yfeC
rpsS	0.16031	2.50e-02	-2.74	-3.6466	-4.31e-02	rpsS
leuV	0.16166	2.52e-02	2.73	-3.6563	5.90e-02	leuV
yfdE	0.1619	2.53e-02	2.73	-3.6592	7.19e-02	yfdE
aaeA	0.16224	2.54e-02	-2.73	-3.6626	-8.48e-02	aaeA
yhiF	0.16238	2.55e-02	-2.73	-3.6658	-1.82e-01	yhiF
pepB	0.16238	2.55e-02	-2.72	-3.6663	-5.60e-02	pepB
oxyS	0.16441	2.59e-02	2.72	-3.6799	1.30e-01	oxyS
tonB	0.16444	2.59e-02	2.71	-3.6815	8.80e-02	tonB
phnA	0.16456	2.60e-02	2.71	-3.684	5.95e-02	phnA
cysS	0.16456	2.60e-02	2.71	-3.6859	6.45e-02	cysS
yihG	0.16456	2.60e-02	2.71	-3.6864	8.84e-02	yihG
ynfE	0.1653	2.62e-02	-2.71	-3.6923	-1.45e-01	ynfE
glyV	0.1653	2.62e-02	2.71	-3.6936	8.23e-02	glyV
rpmB	0.16534	2.63e-02	2.71	-3.6953	5.76e-02	rpmB
gltJ	0.16536	2.63e-02	2.71	-3.6967	2.00e-01	gltJ
glnD	0.16587	2.64e-02	-2.70	-3.7012	-4.75e-02	glnD
yafT	0.16653	2.66e-02	2.70	-3.7067	7.90e-02	yafT
slyA	0.16653	2.66e-02	-2.70	-3.7079	-8.18e-02	slyA
yigG	0.16743	2.68e-02	2.69	-3.7145	1.97e-01	yigG
lipA	0.16784	2.69e-02	-2.69	-3.7187	-9.30e-02	lipA
ybiJ	0.16784	2.69e-02	-2.69	-3.7197	-5.09e-02	ybiJ
dut	0.1679	2.70e-02	2.69	-3.7215	5.42e-02	dut
yliB	0.16859	2.71e-02	-2.69	-3.7269	-6.08e-02	yliB
yadN	0.16864	2.72e-02	2.68	-3.7285	1.20e-01	yadN
citB	0.16868	2.72e-02	2.68	-3.7301	6.27e-02	citB
ygeM	0.16911	2.73e-02	-2.68	-3.7346	-3.74e-02	ygeM
cytR	0.16911	2.74e-02	2.68	-3.7354	8.26e-02	cytR
