ID	logFC	Gene.symbol
222848_at	-2.19077376	CENPK
236456_at	1.04918375	PTPN5
219229_at	1.27652167	SLCO3A1
212736_at	0.87481348	C16orf45
209822_s_at	1.82028605	VLDLR
203418_at	-2.00825523	CCNA2
202709_at	1.39677551	FMOD
238419_at	0.97198096	PHLDB2
212115_at	-1.1727233	HN1L
208747_s_at	1.91948785	C1S
231411_at	1.1911339	LHFP
237409_at	1.18307837	
1554004_a_at	1.14289145	ARHGEF28
217767_at	4.06155954	C3
209263_x_at	1.15840444	TSPAN4
215870_s_at	2.66229049	PLA2G5
224184_s_at	1.5254385	BOC
222925_at	-2.7724563	DCDC2
229095_s_at	-2.7605441	LOC100507334///LOC100288570///LIMS3-LOC440895///LOC440895
203304_at	1.47357349	BAMBI
242488_at	1.70211182	CHRM3
208051_s_at	-1.33988855	PAIP1
225906_at	1.09080818	GATSL2
214162_at	1.30235937	ASXL3
228875_at	-1.5056629	FAM162B
212285_s_at	-1.03281736	AGRN
204482_at	1.63685478	CLDN5
241390_at	-3.03072489	
210495_x_at	1.41851233	FN1
213946_s_at	1.52771148	OBSL1
1555716_a_at	-0.84561123	CXADR
227791_at	0.89372922	SLC9A9
222392_x_at	-2.69624248	PERP
204042_at	1.17351015	WASF3
228268_at	1.85446928	FMO2
209220_at	2.22024721	GPC3
201196_s_at	-1.33738949	AMD1
213295_at	0.79783921	CYLD
209773_s_at	-3.36643626	RRM2
200871_s_at	0.85359465	PSAP
211993_at	1.01668102	WNK1
228729_at	-2.47721096	CCNB1
223734_at	2.79347759	MGARP
211671_s_at	1.10035888	NR3C1
222899_at	1.88573504	ITGA11
225355_at	1.56468849	NEURL1B
230381_at	-1.64465764	LOC101929219///C1orf186
225575_at	1.51797647	LIFR
228232_s_at	-1.11016864	VSIG2
203897_at	0.70646426	LYRM1
231031_at	1.93723738	FGF7P3
226402_at	1.66669967	CYP2U1
220992_s_at	0.85363255	TRMT1L
219367_s_at	1.43582532	NRP2
213260_at	0.88462507	FOXC1
217744_s_at	-2.82589016	PERP
1569648_at	-1.23774977	DACT2
213675_at	0.96637032	PARVA
214719_at	1.72654216	SLC46A3
211466_at	1.3745061	NFIB
223287_s_at	1.83770815	FOXP1
210052_s_at	-2.18547267	TPX2
201738_at	0.66211041	EIF1B
218779_x_at	-0.97040076	EPS8L1
203705_s_at	2.37254537	FZD7
225001_at	-0.67178149	RAB3D
244726_at	-1.49907633	
223741_s_at	1.21241853	TTYH2
225658_at	0.979954	SPOPL
223482_at	0.89289655	TMEM120A
221737_at	0.74912907	GNA12
238455_at	1.29474029	PLXDC2
205979_at	-5.7734015	SCGB2A1
212167_s_at	-0.81507113	SMARCB1
227123_at	1.22936288	RAB3B
228696_at	1.01985879	SLC45A3
227827_at	2.66897112	SORBS2
201495_x_at	1.70099901	MYH11
236114_at	1.95889463	
232317_at	1.91017278	PLXNA4
221087_s_at	1.18616152	APOL3
1553989_a_at	-1.62481683	ATP6V1C2
229497_at	1.53697634	ANKDD1A
209816_at	-1.66040692	PTCH1
213226_at	-2.10986875	CCNA2
208986_at	-1.08131462	TCF12
212408_at	1.0155589	TOR1AIP1
240111_at	1.11399228	RHOBTB3
232297_at	1.36683389	KLHL5
213917_at	-2.03255047	PAX8
244586_x_at	1.1377327	
236420_s_at	-1.70455973	ANO4
210715_s_at	-1.44701681	SPINT2
221884_at	-1.9692118	MECOM
221275_s_at	-1.60987263	
225798_at	-1.33701369	JAZF1
210735_s_at	-2.19250967	CA12
206767_at	1.06803177	RBMS3
204049_s_at	1.13899823	PHACTR2
226056_at	0.70237607	ARHGAP31
201309_x_at	-2.51528583	NREP
201842_s_at	2.44505158	EFEMP1
228133_s_at	2.21436608	MYH11
210265_x_at	-1.2212749	POU5F1P3
223007_s_at	0.88826182	TMEM245
202503_s_at	-3.65551373	KIAA0101
208228_s_at	-1.66507121	FGFR2
231923_at	1.20404611	TMEM150C
230641_at	-0.83070538	LOC100505938
212526_at	1.27106005	SPG20
212464_s_at	1.46310297	FN1
228333_at	1.23490458	ZEB2
1564148_at	-1.66222844	
266_s_at	-4.93655656	CD24
205406_s_at	-1.93984893	SPA17
204083_s_at	1.48383138	TPM2
201291_s_at	-3.78953164	TOP2A
221665_s_at	-0.91189007	EPS8L1
204450_x_at	1.30752326	APOA1
204136_at	-2.35177816	COL7A1
223235_s_at	2.08292282	SMOC2
228959_at	0.81665323	PDK3
207373_at	-1.61754469	HOXD10
201454_s_at	0.62678507	NPEPPS
223422_s_at	1.08558055	ARHGAP24
201292_at	-3.46594814	TOP2A
208644_at	-0.89088194	PARP1
231859_at	-0.83080876	C14orf132
232531_at	-0.90727064	EMX2OS
228554_at	-2.43837549	PGR
222126_at	0.99289831	AGFG2
212245_at	0.91112382	MCFD2
225314_at	-1.21043008	OCIAD2
206382_s_at	1.20334315	BDNF
209699_x_at	1.3735212	LOC101930400///AKR1C2
204840_s_at	1.46494192	EEA1
203065_s_at	1.28224754	CAV1
204130_at	-1.7935607	HSD11B2
208755_x_at	-0.75841344	H3F3AP4///H3F3B///H3F3A
204671_s_at	1.39275515	ANKRD6
226335_at	0.80549069	RPS6KA3
209612_s_at	3.63271487	ADH1B
216442_x_at	1.43825945	FN1
200878_at	1.75770948	EPAS1
209498_at	-1.84477545	CEACAM1
200672_x_at	1.00384862	SPTBN1
1557126_a_at	1.2568223	PLD1
237981_at	1.82561916	CMYA5
221900_at	1.79907563	COL8A2
213030_s_at	1.1220811	PLXNA2
224578_at	-0.99354114	RCC2
227249_at	-1.23878566	NDE1
213222_at	-1.79605836	PLCB1
202157_s_at	1.58425432	CELF2
238736_at	-1.46590224	REV3L
1558887_at	-1.09351703	ZNF816-ZNF321P///ZNF321P
214604_at	-1.32693609	HOXD11
209761_s_at	1.00469922	SP110
227276_at	1.11580955	PLXDC2
1554451_s_at	-0.73517929	DNAJC14
1555993_at	-1.59814126	CACNA1D
229770_at	-0.94774803	GLT1D1
202821_s_at	1.40444184	LPP
211233_x_at	-0.9173036	ESR1
225666_at	-0.78854721	TMTC4
208146_s_at	2.20845252	CPVL
238847_at	-2.09591264	HOXD10
205404_at	3.6070787	HSD11B1
202575_at	-2.30330457	CRABP2
211719_x_at	1.47461345	FN1
212067_s_at	2.21034198	C1R
202863_at	1.13271701	SP100
202954_at	-2.30775695	UBE2C
1555520_at	-2.99868854	PTCH1
51158_at	-1.28857088	FAM174B
227400_at	1.23502649	NFIX
206194_at	1.04403804	HOXC4
243438_at	1.08903861	PDE7B
203015_s_at	-0.90974386	SSX2IP
223006_s_at	0.90320679	TMEM245
205802_at	1.15922323	TRPC1
201058_s_at	1.79140444	MYL9
212094_at	2.39184221	PEG10
233335_at	1.06593227	ITGA11
207869_s_at	-1.78850688	CACNA1G
235153_at	-1.08921399	RNF183
204150_at	1.19757019	STAB1
213817_at	1.77748132	IRAK3
216264_s_at	1.08610897	LAMB2
204682_at	2.39524942	LTBP2
238964_at	2.03225528	FIGN
204045_at	1.03994395	TCEAL1
229669_at	1.5888651	CCDC144NL-AS1
218195_at	-0.96272997	ARMT1
203324_s_at	1.5268664	CAV2
221002_s_at	-0.61079096	TSPAN14
223349_s_at	-1.18572599	BOK
202107_s_at	-1.29859126	MCM2
227350_at	-2.01130078	HELLS
226936_at	-1.83760424	CENPW
225372_at	1.07389918	C10orf54
214677_x_at	4.28352264	IGLC1
213385_at	2.01735306	CHN2
224731_at	-0.73681359	HMGB1
201650_at	-2.05626736	KRT19
203221_at	-1.16010766	TLE1
226771_at	0.8886042	ATP8B2
212097_at	1.27717962	CAV1
209138_x_at	3.90737045	IGLC1
232336_at	1.0491413	ZSWIM5
1555600_s_at	-0.94019586	APOL4
223786_at	-0.9690242	CHST6
229584_at	1.44120616	LRRK2
201960_s_at	0.96629276	MYCBP2
223690_at	2.14660336	LTBP2
203220_s_at	-0.81143203	TLE1
202005_at	-0.93166434	ST14
215411_s_at	-1.21065123	TRAF3IP2
212141_at	-1.28724997	MCM4
203571_s_at	2.92893778	ADIRF
235821_at	2.24900932	WISP1
203649_s_at	3.94103249	PLA2G2A
218039_at	-2.3940468	NUSAP1
239934_x_at	-1.55131184	
225312_at	0.64195105	COMMD6
205809_s_at	1.18135892	WASL
205373_at	-1.81209817	CTNNA2
204542_at	-1.14129112	ST6GALNAC2
217312_s_at	-1.56674924	COL7A1
202189_x_at	-0.60855464	MIR4745///PTBP1
236297_at	1.72852935	PLXDC2
1552388_at	1.24535714	FLJ30901///SCUBE1
212021_s_at	-2.0591108	MKI67
206538_at	0.82767504	MRAS
216887_s_at	0.99776773	LDB3
222918_at	1.57211413	RAB9B
220234_at	-0.90836185	CA8
225601_at	-1.18500138	HMGB3
204444_at	-2.68157747	KIF11
219395_at	-1.07185614	MIR6773///ESRP2
203476_at	-1.62412091	TPBG
224861_at	0.78298657	GNAQ
228307_at	-0.89586555	EMILIN3
206828_at	-1.15617618	TXK
240261_at	-0.84786636	TOM1L1
213905_x_at	2.09232682	BGN
1555724_s_at	2.58889757	TAGLN
208305_at	-2.33909148	PGR
233587_s_at	1.19755003	SIPA1L2
215049_x_at	2.12516791	CD163
225688_s_at	1.67311481	PHLDB2
208944_at	1.36940761	TGFBR2
212412_at	1.49851651	PDLIM5
224901_at	1.40132387	SCD5
222077_s_at	-2.2190394	RACGAP1
213828_x_at	-0.72068037	H3F3AP4///H3F3B///H3F3A
1559297_at	0.89233749	SNX29P2
224811_at	1.42884409	LPP
212077_at	1.51009863	CALD1
204008_at	-0.72190894	DNAL4
203810_at	1.42211811	DNAJB4
205453_at	-1.99964433	HOXB2
204044_at	-1.44909954	QPRT
236636_at	-1.12074275	
228547_at	-2.29232186	NRXN1
225207_at	2.79229972	PDK4
213389_at	-0.77592602	ZNF592
219918_s_at	-2.59123808	ASPM
205555_s_at	-2.1933461	MSX2
229606_at	0.75191611	
228375_at	1.47105106	IGSF11
215551_at	-0.9748529	ESR1
240253_at	-1.94853744	
228396_at	1.37657135	PRKG1
203630_s_at	-0.87490381	COG5
201988_s_at	0.75812828	CREBL2
204048_s_at	1.06535919	PHACTR2
214710_s_at	-2.40283716	CCNB1
81737_at	1.18761483	LOC100505915
208789_at	1.16215924	PTRF
224810_s_at	0.80929315	ANKRD13A
224964_s_at	1.43618318	GNG2
201746_at	-0.88480384	TP53
205313_at	-1.01726873	HNF1B
241948_at	-1.26151992	
200903_s_at	-0.76511772	AHCY
201310_s_at	-2.14800796	NREP
207198_s_at	-1.15027412	LIMS4///LIMS1
211940_x_at	-0.73452073	H3F3AP4///H3F3B///H3F3A
217989_at	1.05348832	HSD17B11
1007_s_at	-0.64314271	MIR4640///DDR1
220574_at	1.00691368	SEMA6D
209048_s_at	-0.89168085	ZMYND8
213982_s_at	1.14068415	RABGAP1L
218346_s_at	0.70255862	SESN1
226325_at	-1.13531517	ADSSL1
214528_s_at	-2.02911542	PAX8
232701_at	1.50843821	
228071_at	1.85421497	GIMAP7
227449_at	1.79150648	EPHA4
207789_s_at	-1.46581878	DPP6
217437_s_at	1.01426841	TACC1
228273_at	-2.20461421	PRR11
1554696_s_at	-2.51198312	TYMS
239466_at	0.92455045	DUBR
238206_at	-2.64374856	RXFP1
225286_at	-0.61113096	ARSD
202566_s_at	1.33715409	SVIL
231579_s_at	1.41986465	TIMP2
1559706_at	1.40692312	ARHGEF28
202589_at	-2.9893619	TYMS
238647_at	1.02765768	C14orf28
203755_at	-2.94856775	BUB1B
213129_s_at	-1.22776656	LOC101060817///GCSH
238657_at	-1.254148	UBXN10
235743_at	1.64418893	
242447_at	1.62310842	C3orf70
204672_s_at	1.24093366	ANKRD6
203435_s_at	-1.89852243	MME
210358_x_at	-1.27511128	GATA2
1558881_at	1.01791388	LINC00924
233835_at	-1.2350339	LOC90246
203892_at	-3.68581044	WFDC2
240890_at	2.03103957	LOC643733
203386_at	1.5072156	TBC1D4
38487_at	1.34957229	STAB1
209050_s_at	0.82943749	RALGDS
202890_at	-1.62568964	MAP7
202388_at	2.34995077	RGS2
223575_at	-0.86453511	KIAA1549
206458_s_at	1.5470205	WNT2B
204378_at	-1.16892741	BCAS1
203736_s_at	1.27682855	PPFIBP1
208609_s_at	1.51016154	TNXB///TNXA
205392_s_at	1.54845006	CCL15-CCL14///CCL14
219598_s_at	0.67686043	RWDD1
223283_s_at	1.32103952	TSHZ1
228824_s_at	-1.30872212	PTGR1
239537_at	-1.14656277	ST8SIA2
202551_s_at	1.72676276	LOC101929500///CRIM1
227059_at	2.07341066	GPC6
242181_at	1.14361424	
218700_s_at	1.5100315	RAB29
218031_s_at	1.45608104	FOXN3
209581_at	1.3878912	PLA2G16
226980_at	-1.56645564	DEPDC1B
230060_at	-1.99239386	CDCA7
225726_s_at	-2.06394138	PLEKHH1
230882_at	-1.28275072	DLX6-AS1
223304_at	-0.97152439	SLC37A3
221927_s_at	-0.89147962	ABHD11
226748_at	0.98183262	LYSMD2
209689_at	0.62721815	CCDC93
227561_at	0.95373721	DDR2
235175_at	0.86294923	GBP4
217984_at	-1.58948897	RNASET2
204641_at	-2.1409129	NEK2
206211_at	1.77668409	SELE
240457_at	1.39595666	
208396_s_at	1.67489137	PDE1A
212989_at	1.29546838	SGMS1
223593_at	-1.00785484	AADAT
232524_x_at	-1.8857459	ANAPC4
207080_s_at	-0.81598075	PYY
238643_at	1.45798504	
206690_at	-0.95656336	ASIC2
206128_at	-1.35871672	ADRA2C
205505_at	-1.01386448	GCNT1
226568_at	1.22179436	FAM102B
207828_s_at	-2.09390263	CENPF
206229_x_at	-0.75747578	PAX2
215379_x_at	3.70132958	IGLV1-44
230640_at	0.99834421	FMNL3
243645_at	0.86381006	NFASC
205046_at	-1.56900756	CENPE
216804_s_at	1.12445071	PDLIM5
223395_at	2.22089751	ABI3BP
207130_at	-1.13955028	ZMYND8
221586_s_at	-0.83080534	E2F5
202133_at	1.20690051	WWTR1
209053_s_at	-1.30062958	WHSC1
210657_s_at	1.35922793	SEPT4
201621_at	1.71776758	NBL1
221922_at	-1.3060036	GPSM2
215440_s_at	0.73094014	BEX4
218859_s_at	0.8850907	ESF1
224623_at	-0.71288493	LOC728554///THOC3
225442_at	1.07263053	DDR2
237483_at	-1.39866	
209064_x_at	-1.11959018	PAIP1
210751_s_at	1.22695848	RGN
213316_at	1.4400788	KIAA1462
214888_at	0.72575374	CAPN2
208771_s_at	0.77706065	LOC101928830///LTA4H
202609_at	1.33988332	EPS8
226676_at	1.77320755	ZNF521
210702_s_at	1.15200729	PTGIS
1555310_a_at	-0.95007332	PAK6
235088_at	-1.36419416	C4orf46
212926_at	1.04482303	SMC5
214180_at	0.99960231	MAN1C1
233888_s_at	0.74630356	SRGAP1
239891_x_at	0.6860783	RAB12
201131_s_at	-2.93231943	CDH1
203780_at	-2.69464678	MPZL2
204719_at	3.52556305	ABCA8
240616_at	-1.19387596	
1560652_at	1.64324567	IRS4
240655_at	-1.14071004	
206480_at	1.05493012	LTC4S
243445_at	1.07483315	BNC2
223501_at	1.66524237	TNFSF13B
213744_at	0.95650631	ATRNL1
202095_s_at	-2.2119145	BIRC5
212188_at	1.93602899	KCTD12
209152_s_at	-1.01064208	TCF3
241706_at	0.98371718	CPNE8
209552_at	-1.98447356	PAX8
205407_at	1.29081949	RECK
1554741_s_at	2.50568644	FGF7P3///FGF7P6///FGF7
222921_s_at	-2.14990659	HEY2
228948_at	1.22243317	EPHA4
222292_at	1.33120488	CD40
227947_at	1.14981121	PHACTR2
218322_s_at	-2.16890275	ACSL5
238513_at	-2.07998626	PRRG4
38340_at	-0.53936113	HIP1R
1558820_a_at	0.93112316	CCDC178
218648_at	0.98611745	CRTC3
201013_s_at	-1.30947786	PAICS
1554966_a_at	2.04187716	FILIP1L
209873_s_at	-0.73617481	PKP3
203638_s_at	-1.63911545	FGFR2
242354_at	-1.00702641	
37079_at	-2.28278235	NUS1P3
210426_x_at	1.13741881	RORA
209408_at	-1.79733027	KIF2C
204834_at	1.91771192	FGL2
217979_at	-1.84466245	TSPAN13
206178_at	1.62890292	PLA2G5
227182_at	1.0095058	SUSD3
210150_s_at	-0.73690341	LAMA5
215867_x_at	-2.1508147	CA12
1559901_s_at	0.95519452	MIR99AHG
227899_at	1.41630106	VIT
231371_at	0.96813862	TDRD10
204162_at	-2.32624849	NDC80
217428_s_at	3.48347638	COL10A1
235626_at	1.09157285	CAMK1D
1552532_a_at	-2.28819555	ATP6V1C2
224932_at	-1.22286901	CHCHD10
1555867_at	2.13270194	GNG4
228473_at	-1.09369966	MSX1
222860_s_at	1.12672279	PDGFD
202580_x_at	-1.31687747	FOXM1
219494_at	-1.29202101	RAD54B
227236_at	1.57165731	TSPAN2
216202_s_at	-1.16532461	SPTLC2
1552715_a_at	-2.79858102	RXFP1
239297_at	-1.85482833	LOC101927137///KIAA1456
220927_s_at	-0.87676902	HPSE2
203018_s_at	-0.71833755	SSX2IP
209326_at	-0.81728085	SLC35A2
207668_x_at	-1.23172459	PDIA6
226523_at	1.24906789	TAGLN
213015_at	0.74762604	BBX
219225_at	-1.99616042	PGBD5
215121_x_at	3.73591757	CYAT1///IGLV1-44///IGLC1
203387_s_at	1.31322683	TBC1D4
207907_at	1.74427004	TNFSF14
226450_at	1.22665443	INSR
238304_at	-1.83887405	
202565_s_at	1.5561152	SVIL
224715_at	-0.91302964	WDR34
220975_s_at	0.91372502	C1QTNF1
212607_at	1.21150969	AKT3
239559_at	-0.95529499	
229842_at	-2.05623591	ELF3
231897_at	-1.16766073	PTGR1
204681_s_at	1.34747785	RAPGEF5
227047_x_at	0.83432696	ZBTB4
231240_at	-2.8397076	DIO2
208522_s_at	-1.31674099	PTCH1
212020_s_at	-1.64943487	MKI67
208639_x_at	-1.19929097	PDIA6
235457_at	1.12445988	MAML2
202922_at	-2.30737544	GCLC
209894_at	1.80902151	LEPROT///LEPR
219647_at	0.74965691	POPDC2
230730_at	1.69272529	SGCD
219347_at	-1.08015338	NUDT15
219279_at	1.20071456	DOCK10
209970_x_at	1.13190988	CASP1
235515_at	-0.73788788	SYNE4
244444_at	-1.94095287	PKD1L2
209113_s_at	-0.83702682	HMG20B
227156_at	0.83830026	CASK
204362_at	1.10254412	SKAP2
1560916_a_at	-1.09483552	DPY19L1
209008_x_at	-1.24038715	KRT8
218542_at	-2.46113635	CEP55
232332_at	-2.72289073	KIAA1210
201697_s_at	-1.0827282	DNMT1
212609_s_at	1.24430027	AKT3
226051_at	1.08277908	SELM
226917_s_at	-1.73787809	ANAPC4
213325_at	1.03833453	NECTIN3
228155_at	-1.24422686	FAM213A
243084_at	1.16742165	CALD1
202430_s_at	1.62737807	PLSCR1
201617_x_at	1.82145348	CALD1
222571_at	0.90252538	ST6GALNAC6
1556213_a_at	-1.00572662	BTG3
223415_at	1.09383063	RPP25
214464_at	1.04806774	CDC42BPA
209262_s_at	-0.98938695	NR2F6
212295_s_at	-1.86030784	SLC7A1
206554_x_at	0.76421958	SETMAR
227265_at	1.84642456	FGL2
1554408_a_at	-1.83172447	TK1
220441_at	-1.46884506	DNAJC22
223730_at	1.37101343	GPC6
243322_at	0.96721518	
1558045_a_at	-1.21855261	LOC389906
236655_at	-0.8860816	TPD52
211430_s_at	4.14635092	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1
230085_at	1.1439685	PDK3
204648_at	0.83695304	NPR1
219282_s_at	1.15734185	TRPV2
204793_at	1.52549888	GPRASP1
202517_at	-0.96446945	CRMP1
208190_s_at	-0.95046381	LSR
1561895_at	1.82213643	
205501_at	1.59806063	PDE10A
223623_at	1.95704632	C2orf40
204029_at	-0.88503476	CELSR2
202897_at	1.17620139	SIRPA
206074_s_at	-1.26486912	HMGA1
238081_at	1.56478902	WDFY3-AS2
243715_at	-1.4051289	
203766_s_at	2.49029201	LMOD1
215942_s_at	-2.02412731	GTSE1
243588_at	-1.47774557	
206831_s_at	-0.72603307	ARSD
219985_at	1.51628156	HS3ST3A1
214712_at	1.43432169	SNX29P2
203883_s_at	0.78788375	RAB11FIP2
215303_at	0.95604035	DCLK1
239533_at	0.99182132	GPR155
209688_s_at	0.70065044	CCDC93
242856_at	1.4425394	SNHG24
206892_at	0.67244767	AMHR2
209164_s_at	-0.96511939	CYB561
225388_at	0.86412146	TSPAN5
1552478_a_at	-0.91310528	IRF6
229830_at	1.27615049	
226408_at	-0.71456999	TEAD2
205463_s_at	1.17808787	PDGFA
203764_at	-2.69962772	DLGAP5
213050_at	-1.6203251	COBL
203362_s_at	-2.67478796	MAD2L1
1556097_at	-1.58730107	HOMER2
236192_at	-0.58886739	HOOK3
239761_at	-1.27533026	GCNT1
207949_s_at	-0.95389594	ICA1
232682_at	-1.09620677	MREG
205489_at	-0.8673165	CRYM
227133_at	-1.25905345	FAM199X
217022_s_at	4.13023129	IGHA2///IGHA1///IGH
225727_at	-1.78499183	PLEKHH1
233448_s_at	1.35293058	
202223_at	-0.70315971	STT3A
202075_s_at	1.08285132	PLTP
210051_at	1.30956564	RAPGEF3
201890_at	-2.94271892	RRM2
208638_at	-1.10851114	PDIA6
226912_at	-0.85238182	ZDHHC23
225777_at	-0.83702917	SAPCD2
229831_at	-1.88778678	CNTN3
202132_at	1.05437536	WWTR1
202088_at	-1.31423784	SLC39A6
213496_at	-2.10194874	PLPPR4
214880_x_at	1.26550149	CALD1
244597_at	0.73788417	
220244_at	1.39807743	LINC00312
203022_at	-1.31068506	RNASEH2A
224209_s_at	-2.57691038	GDA
218599_at	-0.9337458	REC8
204170_s_at	-2.26863718	CKS2
227720_at	-0.76984332	ANKRD13B
209968_s_at	1.10237635	NCAM1
212843_at	2.56027933	NCAM1
1558739_at	0.9867594	BORCS5
211675_s_at	1.25214504	MDFIC
235205_at	-0.97012722	OXR1
227034_at	1.05705174	SOWAHC
210493_s_at	-1.53765916	MFAP3L
212023_s_at	-1.86938164	MKI67
243692_at	1.68577252	GATA4
229228_at	-1.8089815	LOC401317///CREB5
224906_at	1.11708845	ANO6
213922_at	1.25001904	TTBK2
203645_s_at	1.84099117	CD163
203087_s_at	-0.7885937	KIF2A
1554007_at	1.93781917	
235110_at	0.63716863	PLA2G16
223343_at	2.21126099	MS4A7
230092_at	-0.72075843	UBXN10
231166_at	1.43174371	GPR155
202923_s_at	-2.34338961	GCLC
227874_at	1.22479007	EMCN
225660_at	0.89136466	SEMA6A
203037_s_at	1.06544896	MTSS1
226132_s_at	-0.84804585	MANEAL
222820_at	0.96472041	TNRC6C
211417_x_at	-0.71965363	GGT2///GGTLC1///GGTLC2///GGT1
218010_x_at	-0.62012128	PPDPF
218729_at	2.14431111	LXN
219787_s_at	-2.17851774	ECT2
229809_at	1.063762	POU6F1
224791_at	0.97307598	ASAP1
209335_at	2.0306389	DCN
1558199_at	1.51914333	FN1
212142_at	-1.19376424	MCM4
208790_s_at	1.06541668	PTRF
204822_at	-2.3395641	TTK
213375_s_at	1.47326798	N4BP2L1
203639_s_at	-1.53626799	FGFR2
205151_s_at	0.87332098	TRIL
225041_at	1.0771651	MPHOSPH8
202242_at	1.1109874	TSPAN7
216640_s_at	-1.25759564	PDIA6
209054_s_at	-0.83485678	WHSC1
227860_at	-1.1839977	CPXM1
218792_s_at	-0.82864784	BSPRY
219360_s_at	-0.93107565	TRPM4
212109_at	-0.69544162	HN1L
218974_at	1.2147272	SOBP
210461_s_at	1.31855028	ABLIM1
202976_s_at	1.49620733	RHOBTB3
220048_at	-0.88604715	EDAR
232111_at	-2.41540699	TUNAR
231969_at	1.17177393	STOX2
206011_at	1.38542025	CASP1
218802_at	1.11151204	MCUB
203046_s_at	-1.63585586	TIMELESS
225639_at	1.35960602	SKAP2
225834_at	-1.55842515	FAM72A///FAM72D///FAM72B///FAM72C
210218_s_at	0.82698966	SP100
209289_at	1.17338254	NFIB
213032_at	1.22626899	NFIB
203358_s_at	-1.64674498	EZH2
1569629_x_at	-1.06859882	LOC389906
219593_at	0.86089516	SLC15A3
209496_at	1.77116019	RARRES2
235834_at	1.60364566	CALD1
229064_s_at	-0.98604812	RCAN3
221671_x_at	3.48559769	IGK///IGKC
213543_at	1.82407483	SGCD
1563010_at	-1.62836745	ITGB8
226892_at	0.56340581	C10orf12
208012_x_at	0.81951838	SP110
228278_at	1.07166364	NFIX
204558_at	-1.03024726	RAD54L
211767_at	-1.56099552	GINS4
1552261_at	-1.45352302	WFDC2
235339_at	0.91751699	SETDB2
211519_s_at	-1.30268501	KIF2C
227376_at	0.9794366	GLI3
233392_at	1.5499846	
227196_at	-2.57415155	RHPN2
209570_s_at	1.68105247	NSG1
212794_s_at	0.71153844	KIAA1033
91816_f_at	-1.33563079	MEX3D
238476_at	1.31755011	CREBRF
203845_at	1.23225069	KAT2B
1564479_a_at	-2.42385498	
224663_s_at	0.99895208	CFL2
226677_at	2.10346532	ZNF521
207291_at	-0.89478729	PRRG4
228323_at	-2.35548652	KNL1
212506_at	0.60877525	PICALM
205309_at	-1.01933857	SMPDL3B
1552470_a_at	-0.8330415	ABHD11
200679_x_at	-0.72981174	HMGB1
229569_at	-1.69560516	
235507_at	1.06794314	PCMTD1
1553131_a_at	1.04512872	GATA4
232179_at	1.26068783	LOC158863
205073_at	-1.1686389	CYP2J2
211340_s_at	1.08681025	MIR6756///MCAM
221781_s_at	-1.81903581	DNAJC10
212788_x_at	1.2809536	FTL
1552316_a_at	1.42615114	GIMAP1
1561281_a_at	1.19373359	LEMD1-AS1
214164_x_at	-2.04953903	CA12
206102_at	-1.7523421	GINS1
203812_at	1.10158458	SLIT3
221436_s_at	-1.25745556	CDCA3
239162_at	1.720718	DAPK1-IT1
218009_s_at	-2.1772492	PRC1
205109_s_at	1.14849089	LOC101930241///ARHGEF4
222494_at	1.00344881	FOXN3
201088_at	-1.64685159	KPNA2
203657_s_at	1.03236932	CTSF
206114_at	1.00525986	EPHA4
214548_x_at	-0.62566857	GNAS
221651_x_at	3.47781286	IGK///IGKC
1556590_s_at	1.26771977	
211215_x_at	-1.03466397	DIO2
210683_at	-1.41238957	NRTN
59437_at	-1.17237236	C9orf116
218883_s_at	-2.48376908	CENPU
208165_s_at	-1.04491682	PRSS16
218149_s_at	1.2354075	ZNF395
38158_at	-1.21124305	ESPL1
231878_at	0.69300123	PAGR1
220180_at	1.03679944	CCDC68
204146_at	-1.87615356	RAD51AP1
209709_s_at	-1.74258598	HMMR
1558703_at	0.5388748	SLC46A1
211899_s_at	-0.75824897	TRAF4
1558680_s_at	0.95090734	PDE1A
229538_s_at	-1.68167121	IQGAP3
242560_at	-1.30041753	FANCD2
210372_s_at	-1.6398814	TPD52L1
223574_x_at	-1.90381624	PPP2R2C
232313_at	-1.24275729	TMEM132C
213029_at	1.01272711	NFIB
244297_at	-0.99749927	ANKRD18A
223559_s_at	-0.57753397	INIP
204825_at	-2.049029	MELK
205498_at	1.28469929	GHR
209290_s_at	1.19598319	NFIB
239606_at	-1.18983313	
221880_s_at	-0.99700761	FAM174B
203603_s_at	1.17945453	ZEB2
218450_at	0.93317326	HEBP1
228434_at	1.63146302	BTNL9
233536_at	1.45145443	ASXL3
210819_x_at	-0.91308464	DIO2
1555485_s_at	1.11447567	LOC100507387///FAM153A///FAM153B
213714_at	1.34817112	CACNB2
231767_at	-0.71031152	HOXB4
219178_at	-0.67521868	QTRT2
228496_s_at	1.57922656	CRIM1
205860_x_at	-1.20962223	FOLH1B///FOLH1
235051_at	1.12736383	CCDC50
234730_s_at	-0.75507295	RIPK4
210380_s_at	-1.12913563	CACNA1G
204135_at	2.02233743	FILIP1L
205512_s_at	-1.37459265	AIFM1
236058_at	-0.86894535	KDF1
241902_at	2.00299911	MKX
218755_at	-2.97807452	KIF20A
222958_s_at	-1.75345686	DEPDC1
204240_s_at	-1.19791085	SMC2
200974_at	1.79241014	ACTA2
227367_at	1.03145461	SLCO3A1
